"variable","column","depth","bandwidth","cost"
"N2O",8,60,22.3606797749979,1.20325762988296
"SP",8,60,22.3606797749979,9.92594853516395
"d18O",8,60,22.3606797749979,4.83388432208369
"N2O",9,60,22.3606797749979,2.20006662336456
"SP",9,60,22.3606797749979,5.62181284295767
"d18O",9,60,22.3606797749979,4.80518859060227
"N2O",10,60,22.3606797749979,0.88353685024461
"SP",10,60,22.3606797749979,9.81546551383725
"d18O",10,60,22.3606797749979,2.18471798670488
"N2O",11,60,22.3606797749979,2.08620795081451
"SP",11,60,22.3606797749979,4.71172093397214
"d18O",11,60,22.3606797749979,4.67751616036658
"N2O",12,60,22.3606797749979,3.48274060341328
"SP",12,60,22.3606797749979,3.74770074077098
"d18O",12,60,22.3606797749979,4.15919910619027
"N2O",1,90,22.3606797749979,0.693189898261608
"SP",1,90,22.3606797749979,2.72771879405385
"d18O",1,90,22.3606797749979,4.29549402684516
"N2O",2,90,22.3606797749979,1.45426121457593
"SP",2,90,22.3606797749979,4.32141821853049
"d18O",2,90,22.3606797749979,3.82018848203943
"N2O",3,90,22.3606797749979,2.18598255990886
"SP",3,90,22.3606797749979,6.96070130714224
"d18O",3,90,22.3606797749979,3.3786720822036
"N2O",4,90,22.3606797749979,3.66850268634029
"SP",4,90,22.3606797749979,6.08125245475175
"d18O",4,90,22.3606797749979,4.97890676357863
"N2O",5,90,22.3606797749979,0.338346786168364
"SP",5,90,22.3606797749979,9.69475498763478
"d18O",5,90,22.3606797749979,1.89061449741147
"N2O",6,90,22.3606797749979,0.215687527274941
"SP",6,90,22.3606797749979,3.54533525280517
"d18O",6,90,22.3606797749979,2.50864557179109
"N2O",7,90,22.3606797749979,1.25765790417283
"SP",7,90,22.3606797749979,7.74480484661792
"d18O",7,90,22.3606797749979,4.27505072768884
"N2O",8,90,22.3606797749979,1.57639827121191
"SP",8,90,22.3606797749979,11.0349391121758
"d18O",8,90,22.3606797749979,4.52334475450989
"N2O",9,90,22.3606797749979,3.64129285177354
"SP",9,90,22.3606797749979,3.55438073465367
"d18O",9,90,22.3606797749979,4.27995577307136
"N2O",10,90,22.3606797749979,1.08828831166896
"SP",10,90,22.3606797749979,10.3387182564534
"d18O",10,90,22.3606797749979,2.46674886484329
"N2O",11,90,22.3606797749979,4.51091793527299
"SP",11,90,22.3606797749979,3.66771839828608
"d18O",11,90,22.3606797749979,5.25368905884811
"N2O",12,90,22.3606797749979,4.82495687318184
"SP",12,90,22.3606797749979,2.70959147370765
"d18O",12,90,22.3606797749979,4.20240232729697
"N2O",1,120,22.3606797749979,0.758999376638169
"SP",1,120,22.3606797749979,2.78324736446704
"d18O",1,120,22.3606797749979,3.48302630665422
"N2O",2,120,22.3606797749979,1.91652334981547
"SP",2,120,22.3606797749979,3.31538417041695
"d18O",2,120,22.3606797749979,3.61325437178342
"N2O",3,120,22.3606797749979,2.90226597315731
"SP",3,120,22.3606797749979,6.81547522768617
"d18O",3,120,22.3606797749979,4.58004363072367
"N2O",4,120,22.3606797749979,4.60920373097155
"SP",4,120,22.3606797749979,3.48590268809411
"d18O",4,120,22.3606797749979,4.54499102461769
"N2O",5,120,22.3606797749979,0.301940410570417
"SP",5,120,22.3606797749979,6.83039779757341
"d18O",5,120,22.3606797749979,1.73840031012974
"N2O",6,120,22.3606797749979,0.284716406512369
"SP",6,120,22.3606797749979,9.80886547495036
"d18O",6,120,22.3606797749979,2.64490902400159
"N2O",7,120,22.3606797749979,1.52508624078653
"SP",7,120,22.3606797749979,5.15529420514652
"d18O",7,120,22.3606797749979,2.88434509869679
"N2O",8,120,22.3606797749979,1.49180594358247
"SP",8,120,22.3606797749979,11.2052476842201
"d18O",8,120,22.3606797749979,2.49249488406344
"N2O",9,120,22.3606797749979,4.52578855282865
"SP",9,120,22.3606797749979,6.48337617626484
"d18O",9,120,22.3606797749979,7.6205569483765
"N2O",10,120,22.3606797749979,0.915101249537409
"SP",10,120,22.3606797749979,6.41148559825731
"d18O",10,120,22.3606797749979,4.22072754435664
"N2O",11,120,22.3606797749979,4.79996019077105
"SP",11,120,22.3606797749979,3.98680857092905
"d18O",11,120,22.3606797749979,5.41020314328104
"N2O",12,120,22.3606797749979,6.22924109333371
"SP",12,120,22.3606797749979,2.75623937792811
"d18O",12,120,22.3606797749979,6.94839939905611
"N2O",1,7.5,47.2870804501588,0.698966642081174
"SP",1,7.5,47.2870804501588,8.74033361814615
"d18O",1,7.5,47.2870804501588,3.5507036619959
"N2O",2,7.5,47.2870804501588,0.057855329147635
"SP",2,7.5,47.2870804501588,7.0954754307223
"d18O",2,7.5,47.2870804501588,1.85945055763133
"N2O",3,7.5,47.2870804501588,0.233144341546521
"SP",3,7.5,47.2870804501588,5.84824694683206
"d18O",3,7.5,47.2870804501588,1.23079070644717
"N2O",4,7.5,47.2870804501588,0.432126370982819
"SP",4,7.5,47.2870804501588,6.37057927596666
"d18O",4,7.5,47.2870804501588,2.85978894089543
"N2O",5,7.5,47.2870804501588,0.163820101277944
"SP",5,7.5,47.2870804501588,7.2954194845757
"d18O",5,7.5,47.2870804501588,1.68435939756264
"N2O",6,7.5,47.2870804501588,0.640497763999373
"SP",6,7.5,47.2870804501588,9.44332490884844
"d18O",6,7.5,47.2870804501588,3.33814053492901
"N2O",7,7.5,47.2870804501588,0.256978541947974
"SP",7,7.5,47.2870804501588,10.6588504869044
"d18O",7,7.5,47.2870804501588,2.52688697384243
"N2O",8,7.5,47.2870804501588,0.647831361355457
"SP",8,7.5,47.2870804501588,9.49370399520464
"d18O",8,7.5,47.2870804501588,2.12463165158756
"N2O",9,7.5,47.2870804501588,0.100624828157785
"SP",9,7.5,47.2870804501588,12.0020049417982
"d18O",9,7.5,47.2870804501588,1.29873284511327
"N2O",10,7.5,47.2870804501588,0.175130651741498
"SP",10,7.5,47.2870804501588,13.8803909783894
"d18O",10,7.5,47.2870804501588,2.40843048395148
"N2O",11,7.5,47.2870804501588,0.203776624893158
"SP",11,7.5,47.2870804501588,6.03540772851628
"d18O",11,7.5,47.2870804501588,1.73507417279066
"N2O",12,7.5,47.2870804501588,2.58085024029944
"SP",12,7.5,47.2870804501588,6.77020070780481
"d18O",12,7.5,47.2870804501588,4.61051313508754
"N2O",1,30,47.2870804501588,0.311063299800254
"SP",1,30,47.2870804501588,7.90096279007691
"d18O",1,30,47.2870804501588,1.99025529832377
"N2O",2,30,47.2870804501588,0.657922648335618
"SP",2,30,47.2870804501588,6.66613158337127
"d18O",2,30,47.2870804501588,2.49233588718636
"N2O",3,30,47.2870804501588,0.255495425725636
"SP",3,30,47.2870804501588,7.10446892183084
"d18O",3,30,47.2870804501588,3.36702009095376
"N2O",4,30,47.2870804501588,0.403992550478664
"SP",4,30,47.2870804501588,7.44361037830725
"d18O",4,30,47.2870804501588,2.35719119031497
"N2O",5,30,47.2870804501588,0.635483892529255
"SP",5,30,47.2870804501588,8.7130855410614
"d18O",5,30,47.2870804501588,2.59538606015552
"N2O",6,30,47.2870804501588,0.784277038044165
"SP",6,30,47.2870804501588,7.26045682302398
"d18O",6,30,47.2870804501588,1.49397553511332
"N2O",7,30,47.2870804501588,0.234596285507421
"SP",7,30,47.2870804501588,9.94491302147229
"d18O",7,30,47.2870804501588,1.84405758723153
"N2O",8,30,47.2870804501588,0.6354579783581
"SP",8,30,47.2870804501588,10.2114937397623
"d18O",8,30,47.2870804501588,2.26398563793976
"N2O",9,30,47.2870804501588,1.22310382475966
"SP",9,30,47.2870804501588,6.13820387013425
"d18O",9,30,47.2870804501588,3.04272840876664
"N2O",10,30,47.2870804501588,0.230611370196523
"SP",10,30,47.2870804501588,10.9138765889239
"d18O",10,30,47.2870804501588,2.68419704410843
"N2O",11,30,47.2870804501588,0.74348703294511
"SP",11,30,47.2870804501588,6.50172548197305
"d18O",11,30,47.2870804501588,4.11971832316603
"N2O",12,30,47.2870804501588,2.52779642714723
"SP",12,30,47.2870804501588,4.60515281701724
"d18O",12,30,47.2870804501588,3.06806800188188
"N2O",1,60,47.2870804501588,0.661840684949603
"SP",1,60,47.2870804501588,3.71801210095875
"d18O",1,60,47.2870804501588,3.29938121281729
"N2O",2,60,47.2870804501588,1.15734520630909
"SP",2,60,47.2870804501588,4.594193655451
"d18O",2,60,47.2870804501588,3.12578716414111
"N2O",3,60,47.2870804501588,1.50367743317243
"SP",3,60,47.2870804501588,5.71322246557022
"d18O",3,60,47.2870804501588,3.3953310886877
"N2O",4,60,47.2870804501588,3.35537173036815
"SP",4,60,47.2870804501588,6.74130363527063
"d18O",4,60,47.2870804501588,3.68699460997291
"N2O",5,60,47.2870804501588,0.377548324561175
"SP",5,60,47.2870804501588,6.96764368973768
"d18O",5,60,47.2870804501588,1.50149353695137
"N2O",6,60,47.2870804501588,0.326294784763966
"SP",6,60,47.2870804501588,8.9083130214782
"d18O",6,60,47.2870804501588,1.37599588039801
"N2O",7,60,47.2870804501588,2.33797629396424
"SP",7,60,47.2870804501588,6.11154802273434
"d18O",7,60,47.2870804501588,4.15920684859813
"N2O",8,60,47.2870804501588,1.37003779117393
"SP",8,60,47.2870804501588,10.0005094025457
"d18O",8,60,47.2870804501588,4.58956517900502
"N2O",9,60,47.2870804501588,3.44494279172992
"SP",9,60,47.2870804501588,5.12389845471115
"d18O",9,60,47.2870804501588,5.54645554712633
"N2O",10,60,47.2870804501588,0.962123188487375
"SP",10,60,47.2870804501588,8.98244439828065
"d18O",10,60,47.2870804501588,3.0377518459528
"N2O",11,60,47.2870804501588,3.38558229821838
"SP",11,60,47.2870804501588,4.52505796571257
"d18O",11,60,47.2870804501588,5.46062196342106
"N2O",12,60,47.2870804501588,4.5180238054478
"SP",12,60,47.2870804501588,3.75377653208632
"d18O",12,60,47.2870804501588,4.40807148217358
"N2O",1,90,47.2870804501588,0.855429575968732
"SP",1,90,47.2870804501588,2.7212411418216
"d18O",1,90,47.2870804501588,4.78938425469451
"N2O",2,90,47.2870804501588,1.76610112509751
"SP",2,90,47.2870804501588,4.26505133445853
"d18O",2,90,47.2870804501588,3.93998102900363
"N2O",3,90,47.2870804501588,2.82584769170335
"SP",3,90,47.2870804501588,7.1348922173711
"d18O",3,90,47.2870804501588,3.24054902400745
"N2O",4,90,47.2870804501588,5.08106892134222
"SP",4,90,47.2870804501588,5.70346274724088
"d18O",4,90,47.2870804501588,5.86712488239715
"N2O",5,90,47.2870804501588,0.342878974976586
"SP",5,90,47.2870804501588,10.1384593245553
"d18O",5,90,47.2870804501588,1.91819462101607
"N2O",6,90,47.2870804501588,0.257150192153412
"SP",6,90,47.2870804501588,3.17270116514438
"d18O",6,90,47.2870804501588,2.3444143931247
"N2O",7,90,47.2870804501588,2.00712017973402
"SP",7,90,47.2870804501588,7.25763516266329
"d18O",7,90,47.2870804501588,4.14259928276201
"N2O",8,90,47.2870804501588,1.94759994171822
"SP",8,90,47.2870804501588,10.9779172219862
"d18O",8,90,47.2870804501588,4.48457792424799
"N2O",9,90,47.2870804501588,5.32196192289675
"SP",9,90,47.2870804501588,3.91267327541336
"d18O",9,90,47.2870804501588,4.94563886207001
"N2O",10,90,47.2870804501588,1.18020868493817
"SP",10,90,47.2870804501588,9.67301303380376
"d18O",10,90,47.2870804501588,2.72761811343954
"N2O",11,90,47.2870804501588,6.46518110811446
"SP",11,90,47.2870804501588,3.63226520263612
"d18O",11,90,47.2870804501588,5.81467732589302
"N2O",12,90,47.2870804501588,6.89547358098286
"SP",12,90,47.2870804501588,3.16846897742222
"d18O",12,90,47.2870804501588,5.45156977972396
"N2O",1,120,47.2870804501588,1.00370544679609
"SP",1,120,47.2870804501588,3.12957173978519
"d18O",1,120,47.2870804501588,4.10748926776941
"N2O",2,120,47.2870804501588,2.03476834588894
"SP",2,120,47.2870804501588,3.25868391015418
"d18O",2,120,47.2870804501588,4.05041457855089
"N2O",3,120,47.2870804501588,3.88421292180871
"SP",3,120,47.2870804501588,6.65204879524785
"d18O",3,120,47.2870804501588,3.97580089465811
"N2O",4,120,47.2870804501588,6.67586295215495
"SP",4,120,47.2870804501588,3.46327955399637
"d18O",4,120,47.2870804501588,4.750355771342
"N2O",5,120,47.2870804501588,0.306778578766066
"SP",5,120,47.2870804501588,6.91946348544586
"d18O",5,120,47.2870804501588,2.10724645467682
"N2O",6,120,47.2870804501588,0.335196800014117
"SP",6,120,47.2870804501588,9.50443407963358
"d18O",6,120,47.2870804501588,2.60957816158797
"N2O",7,120,47.2870804501588,2.38061220574935
"SP",7,120,47.2870804501588,5.37738312488503
"d18O",7,120,47.2870804501588,3.01186096722916
"N2O",8,120,47.2870804501588,1.85548415509386
"SP",8,120,47.2870804501588,10.3861864988393
"d18O",8,120,47.2870804501588,2.65013616021086
"N2O",9,120,47.2870804501588,7.14525247827615
"SP",9,120,47.2870804501588,6.40122980401966
"d18O",9,120,47.2870804501588,7.8448945140212
"N2O",10,120,47.2870804501588,1.05499132962263
"SP",10,120,47.2870804501588,6.21001916220458
"d18O",10,120,47.2870804501588,4.04524004394061
"N2O",11,120,47.2870804501588,7.74019243044741
"SP",11,120,47.2870804501588,3.88892407033911
"d18O",11,120,47.2870804501588,6.81997301683565
"N2O",12,120,47.2870804501588,8.94925927645557
"SP",12,120,47.2870804501588,3.12071326881606
"d18O",12,120,47.2870804501588,6.60964816304203
"N2O",1,7.5,100,0.690243791735983
"SP",1,7.5,100,8.81920074026229
"d18O",1,7.5,100,3.51928173877186
"N2O",2,7.5,100,0.0578487849689862
"SP",2,7.5,100,6.80134658985387
"d18O",2,7.5,100,1.76316542155828
"N2O",3,7.5,100,0.216603899594081
"SP",3,7.5,100,6.16822858145448
"d18O",3,7.5,100,1.26598092060594
"N2O",4,7.5,100,0.412743015187434
"SP",4,7.5,100,6.69947706305609
"d18O",4,7.5,100,3.11891045440425
"N2O",5,7.5,100,0.165631715625987
"SP",5,7.5,100,7.19391538893019
"d18O",5,7.5,100,1.875713627884
"N2O",6,7.5,100,0.624508695283504
"SP",6,7.5,100,8.83954054807196
"d18O",6,7.5,100,3.49688268772563
"N2O",7,7.5,100,0.25785906918067
"SP",7,7.5,100,11.687756293305
"d18O",7,7.5,100,2.41084115778962
"N2O",8,7.5,100,0.63190620636608
"SP",8,7.5,100,10.651281947004
"d18O",8,7.5,100,2.24877448915536
"N2O",9,7.5,100,0.0984956830280981
"SP",9,7.5,100,12.3978440674722
"d18O",9,7.5,100,1.27047212394545
"N2O",10,7.5,100,0.177404438002653
"SP",10,7.5,100,13.7195526257407
"d18O",10,7.5,100,2.26691798546151
"N2O",11,7.5,100,0.201504897576418
"SP",11,7.5,100,6.29981277830838
"d18O",11,7.5,100,1.71195542124567
"N2O",12,7.5,100,2.49442654362918
"SP",12,7.5,100,6.41381365840894
"d18O",12,7.5,100,4.59534473053945
"N2O",1,30,100,0.295634299284808
"SP",1,30,100,7.79486096401166
"d18O",1,30,100,2.12288898581413
"N2O",2,30,100,0.640315690426541
"SP",2,30,100,6.77825384266752
"d18O",2,30,100,2.93253244458209
"N2O",3,30,100,0.270371969905544
"SP",3,30,100,6.76577820966606
"d18O",3,30,100,3.39356496148719
"N2O",4,30,100,0.434477269741738
"SP",4,30,100,7.3895499281875
"d18O",4,30,100,2.82093124085732
"N2O",5,30,100,0.636328386084079
"SP",5,30,100,8.4189528654206
"d18O",5,30,100,2.16976656338089
"N2O",6,30,100,0.767828457856215
"SP",6,30,100,6.94109295645819
"d18O",6,30,100,1.53339173283013
"N2O",7,30,100,0.232930253393861
"SP",7,30,100,10.5390718596052
"d18O",7,30,100,2.52851676764131
"N2O",8,30,100,0.608568739559408
"SP",8,30,100,11.3026473742993
"d18O",8,30,100,2.56392923728987
"N2O",9,30,100,1.26094373516683
"SP",9,30,100,5.84923327178869
"d18O",9,30,100,3.42068953580111
"N2O",10,30,100,0.231137046636967
"SP",10,30,100,10.8596728559132
"d18O",10,30,100,2.50526542114209
"N2O",11,30,100,0.873780488289669
"SP",11,30,100,6.19223374838453
"d18O",11,30,100,4.41981271129192
"N2O",12,30,100,2.68825948397796
"SP",12,30,100,4.39036737507735
"d18O",12,30,100,3.32849318055827
"N2O",1,60,100,0.838258613460171
"SP",1,60,100,3.93318956242973
"d18O",1,60,100,3.54498293977695
"N2O",2,60,100,1.48282637138054
"SP",2,60,100,4.64996804219503
"d18O",2,60,100,3.53897807925384
"N2O",3,60,100,1.70639384523237
"SP",3,60,100,5.86938237850396
"d18O",3,60,100,3.9671402178293
"N2O",4,60,100,3.4572661836989
"SP",4,60,100,6.25852925151383
"d18O",4,60,100,4.16816528238947
"N2O",5,60,100,0.351675293141844
"SP",5,60,100,7.26393203318689
"d18O",5,60,100,1.76266890597392
"N2O",6,60,100,0.369373517304868
"SP",6,60,100,9.76055865392387
"d18O",6,60,100,1.34125163821065
"N2O",7,60,100,2.95193901065374
"SP",7,60,100,6.28867974789009
"d18O",7,60,100,4.37461097195761
"N2O",8,60,100,1.48776266025225
"SP",8,60,100,9.87524854727205
"d18O",8,60,100,4.42772534250013
"N2O",9,60,100,3.62734460683271
"SP",9,60,100,4.92829956726708
"d18O",9,60,100,6.58913308633774
"N2O",10,60,100,1.13856930469472
"SP",10,60,100,9.33019174188317
"d18O",10,60,100,3.20166614378417
"N2O",11,60,100,3.58504192317059
"SP",11,60,100,4.44841720092095
"d18O",11,60,100,6.13069215226655
"N2O",12,60,100,4.92616816684169
"SP",12,60,100,3.72895321530699
"d18O",12,60,100,5.03717085547096
"N2O",1,90,100,1.09419395950515
"SP",1,90,100,3.06491629707379
"d18O",1,90,100,4.7644744119462
"N2O",2,90,100,2.46662176196749
"SP",2,90,100,4.00938378611788
"d18O",2,90,100,4.49524862758425
"N2O",3,90,100,3.32059056706953
"SP",3,90,100,7.96155529667755
"d18O",3,90,100,3.63639176263907
"N2O",4,90,100,5.28972853697013
"SP",4,90,100,5.73079119000508
"d18O",4,90,100,5.60726909126614
"N2O",5,90,100,0.338598902909814
"SP",5,90,100,9.27187015326519
"d18O",5,90,100,2.14407091478167
"N2O",6,90,100,0.37758676063813
"SP",6,90,100,3.33680094793972
"d18O",6,90,100,1.87797607301069
"N2O",7,90,100,2.82770031348323
"SP",7,90,100,7.00587291611962
"d18O",7,90,100,4.1837119550765
"N2O",8,90,100,2.1843543532477
"SP",8,90,100,10.5764629772698
"d18O",8,90,100,3.93587991398673
"N2O",9,90,100,5.77442760117457
"SP",9,90,100,4.37065141846996
"d18O",9,90,100,6.06793350771206
"N2O",10,90,100,1.27170131581708
"SP",10,90,100,9.8839836949932
"d18O",10,90,100,2.9134864294107
"N2O",11,90,100,6.50967559251361
"SP",11,90,100,3.81087892170902
"d18O",11,90,100,6.70971776532583
"N2O",12,90,100,7.21466738702718
"SP",12,90,100,3.17224362524096
"d18O",12,90,100,6.57073235646246
"N2O",1,120,100,1.4196101826233
"SP",1,120,100,3.49444320005231
"d18O",1,120,100,4.20233284215833
"N2O",2,120,100,2.57275786692506
"SP",2,120,100,3.24768773956442
"d18O",2,120,100,4.04593774531147
"N2O",3,120,100,4.22241525139181
"SP",3,120,100,7.14473069309115
"d18O",3,120,100,4.12109401901607
"N2O",4,120,100,6.91322261978646
"SP",4,120,100,3.52152315347592
"d18O",4,120,100,5.23366073757482
"N2O",5,120,100,0.330816429625862
"SP",5,120,100,6.24227717134519
"d18O",5,120,100,2.05785996435158
"N2O",6,120,100,0.397461677058999
"SP",6,120,100,9.48697299055533
"d18O",6,120,100,2.53043709620619
"N2O",7,120,100,3.47315567376699
"SP",7,120,100,5.27829234463848
"d18O",7,120,100,2.94755933396167
"N2O",8,120,100,2.07015407510827
"SP",8,120,100,11.176521484654
"d18O",8,120,100,2.68058575023232
"N2O",9,120,100,7.67754149476015
"SP",9,120,100,5.77418842263614
"d18O",9,120,100,8.09760721074787
"N2O",10,120,100,1.25682224686763
"SP",10,120,100,6.60057910706484
"d18O",10,120,100,4.3404134957397
"N2O",11,120,100,8.04375701464794
"SP",11,120,100,3.80203262397266
"d18O",11,120,100,8.29842548423681
"N2O",12,120,100,9.19704476402194
"SP",12,120,100,3.56056694040591
"d18O",12,120,100,7.09547166740568
